age,job,marital,education,default,balance,housing,loan
38,management,divorced,tertiary,no,1174,yes,no
31,technician,single,secondary,no,-18,no,yes
35,management,single,tertiary,no,535,yes,yes
32,blue-collar,married,unknown,no,-937,yes,no
34,blue-collar,married,primary,no,1184,yes,no
25,technician,married,secondary,yes,1188,no,no
48,services,married,secondary,no,3441,yes,yes
27,admin.,married,primary,no,12293,yes,no
25,services,single,secondary,no,387,no,no
22,admin.,divorced,unknown,no,1618,no,no
27,technician,married,tertiary,no,616,yes,yes
50,blue-collar,married,secondary,no,1326,yes,no
52,management,married,tertiary,no,839,no,no
28,technician,married,secondary,no,469,no,no
32,unemployed,divorced,tertiary,no,3929,no,yes
41,technician,married,unknown,no,283,no,yes
52,self-employed,married,primary,no,1934,yes,no
39,management,married,tertiary,no,632,no,no
43,blue-collar,married,secondary,no,755,yes,no
27,blue-collar,married,secondary,no,614,yes,yes
48,blue-collar,married,tertiary,no,450,no,no
38,technician,married,tertiary,no,45,no,no
31,technician,divorced,secondary,no,1913,yes,yes
53,technician,married,tertiary,yes,878,yes,no
27,retired,divorced,tertiary,no,1727,yes,no
49,services,married,secondary,no,948,no,no
33,technician,married,secondary,no,535,yes,no
46,management,single,secondary,no,487,no,no
41,admin.,married,secondary,no,1952,yes,no
36,management,divorced,primary,no,474,yes,no
36,admin.,married,tertiary,no,93,no,no
49,unknown,single,tertiary,no,-53,no,no
57,management,married,primary,no,229,yes,no
35,blue-collar,married,secondary,yes,2024,yes,no
48,management,divorced,secondary,no,230,no,no
62,blue-collar,single,secondary,no,3947,no,no
48,admin.,married,secondary,no,432,no,no
43,services,married,tertiary,no,457,yes,no
42,blue-collar,married,primary,no,410,yes,no
34,services,single,tertiary,no,2142,no,no
23,admin.,married,secondary,no,1507,yes,no
28,entrepreneur,married,tertiary,no,1424,yes,no
56,admin.,married,secondary,no,1784,no,no
58,entrepreneur,married,secondary,no,916,yes,no
33,technician,married,secondary,no,409,yes,yes
25,admin.,married,primary,no,640,yes,yes
34,management,married,tertiary,no,383,yes,no
22,management,married,tertiary,no,2270,yes,no
32,management,married,secondary,no,886,no,no
34,blue-collar,married,secondary,no,935,no,no
26,retired,married,secondary,no,23103,yes,yes
24,blue-collar,married,secondary,no,3476,yes,no
22,services,married,secondary,no,2208,yes,no
37,technician,single,primary,no,483,no,no
37,technician,married,secondary,no,6589,no,no
48,blue-collar,married,secondary,no,1925,no,no
36,management,divorced,secondary,no,1910,yes,no
50,services,single,secondary,no,1275,no,no
24,management,married,tertiary,no,1602,no,yes
57,student,married,secondary,no,2890,no,no
53,management,married,secondary,no,648,yes,yes
25,entrepreneur,married,primary,no,204,yes,no
27,admin.,divorced,secondary,no,1844,no,yes
48,blue-collar,married,secondary,no,2030,no,no
45,admin.,married,tertiary,no,968,yes,no
42,management,single,secondary,no,1878,no,no
28,blue-collar,divorced,tertiary,no,281,no,no
25,blue-collar,married,tertiary,yes,3374,no,yes
24,management,married,tertiary,no,1676,no,no
48,admin.,married,secondary,no,457,yes,yes
30,retired,married,tertiary,no,568,yes,no
29,management,married,secondary,yes,641,yes,no
46,technician,married,unknown,no,3565,no,no
45,blue-collar,married,primary,no,-166,yes,no
50,technician,divorced,tertiary,no,657,yes,no
30,admin.,single,secondary,no,2014,yes,no
32,blue-collar,divorced,unknown,yes,298,yes,yes
25,retired,married,tertiary,no,458,no,no
87,technician,divorced,tertiary,no,733,no,no
33,technician,married,primary,no,700,yes,no
31,management,married,tertiary,no,-50,yes,no
23,blue-collar,divorced,secondary,no,636,no,no
37,technician,married,secondary,no,142,yes,no
29,blue-collar,married,tertiary,no,-31,yes,no
40,management,married,secondary,no,2482,yes,no
46,student,married,primary,no,249,no,no
34,management,single,tertiary,no,-118,no,no
26,blue-collar,divorced,secondary,no,448,no,no
53,admin.,married,tertiary,no,536,no,no
36,blue-collar,married,primary,no,457,no,no
30,management,single,tertiary,no,300,no,no
25,admin.,married,tertiary,no,897,yes,no
41,admin.,married,secondary,no,1179,no,no
33,admin.,single,secondary,no,1594,yes,no
25,management,married,secondary,no,3850,yes,no
28,admin.,married,primary,no,261,yes,yes
38,management,married,tertiary,no,584,yes,no
53,blue-collar,married,secondary,no,-206,no,no
33,management,married,tertiary,no,-177,yes,no
46,entrepreneur,married,secondary,no,1806,no,no
29,services,single,secondary,no,17413,no,no
29,blue-collar,married,secondary,no,263,yes,no
26,retired,married,secondary,no,2135,yes,no
23,technician,married,secondary,no,435,yes,yes
53,retired,single,tertiary,no,1496,no,no
53,technician,married,secondary,no,1233,no,yes
22,retired,married,secondary,no,4025,yes,no
27,retired,married,secondary,no,1901,no,no
55,blue-collar,divorced,secondary,no,1527,no,no
28,blue-collar,divorced,tertiary,no,3132,no,no
57,technician,married,tertiary,no,1103,no,no
22,management,married,tertiary,no,704,no,no
50,services,married,secondary,no,408,yes,no
31,technician,married,secondary,no,146,yes,no
35,management,divorced,primary,no,346,yes,no
64,blue-collar,married,tertiary,no,2081,no,no
46,technician,married,secondary,no,1037,yes,no
54,admin.,married,tertiary,no,11776,yes,yes
35,blue-collar,married,tertiary,no,-38,yes,no
37,admin.,married,tertiary,no,2085,yes,yes
40,student,single,tertiary,no,1508,yes,no
36,technician,single,tertiary,no,267,yes,no
37,management,married,tertiary,no,274,yes,no
53,services,married,tertiary,no,443,yes,no
27,technician,married,secondary,no,168,no,no
59,admin.,married,secondary,no,1484,no,no
45,blue-collar,single,secondary,no,481,yes,yes
34,technician,divorced,secondary,no,4154,yes,no
32,technician,divorced,tertiary,no,305,yes,no
35,technician,married,secondary,no,347,no,no
49,services,married,tertiary,no,794,yes,yes
20,blue-collar,married,primary,no,201,yes,no
21,management,married,tertiary,no,3725,yes,no
37,admin.,married,tertiary,no,3107,yes,no
35,technician,married,secondary,no,600,no,no
49,retired,divorced,secondary,no,247,no,yes
25,technician,divorced,tertiary,no,2327,no,no
27,technician,married,primary,no,913,yes,no
25,admin.,divorced,secondary,no,430,no,no
31,blue-collar,divorced,unknown,no,1465,yes,no
31,management,married,tertiary,no,1031,no,yes
52,technician,divorced,secondary,no,1996,no,no
32,technician,single,tertiary,no,782,yes,no
57,technician,married,secondary,no,179,yes,no
45,management,married,tertiary,no,3610,yes,no
47,blue-collar,single,secondary,no,4313,yes,no
55,admin.,married,tertiary,no,363,yes,no
29,management,married,tertiary,no,3780,yes,no
29,blue-collar,divorced,tertiary,no,1633,no,yes
31,management,married,secondary,no,1628,yes,no
32,technician,divorced,secondary,no,396,yes,no
51,technician,married,secondary,no,42,yes,no
23,blue-collar,divorced,tertiary,no,-81,no,no
24,management,married,secondary,no,3828,yes,no
30,blue-collar,divorced,tertiary,no,634,no,no
59,technician,married,secondary,no,559,yes,no
41,self-employed,divorced,primary,no,665,no,no
25,blue-collar,married,primary,no,208,no,no
47,management,married,primary,no,3853,yes,yes
50,admin.,married,secondary,yes,4589,yes,no
61,blue-collar,married,primary,no,564,yes,no
37,management,married,secondary,no,904,no,no
30,technician,married,secondary,yes,-7,no,no
40,technician,married,secondary,no,11733,no,no
41,admin.,married,secondary,no,1043,yes,no
21,admin.,married,tertiary,no,614,yes,no
33,admin.,married,tertiary,no,2626,yes,no
36,technician,married,primary,no,526,no,yes
37,admin.,married,tertiary,no,1007,yes,yes
27,blue-collar,married,secondary,no,43,yes,no
37,self-employed,single,secondary,no,1151,yes,no
27,technician,divorced,secondary,no,1956,yes,no
35,blue-collar,married,secondary,no,-222,yes,no
24,blue-collar,married,secondary,no,10083,yes,no
33,management,married,tertiary,no,-53,yes,no
22,entrepreneur,married,tertiary,no,623,no,no
40,admin.,married,secondary,no,182,yes,no
29,management,divorced,secondary,no,3228,no,yes
24,admin.,married,tertiary,no,21,no,no
39,blue-collar,married,tertiary,no,-194,no,no
34,technician,single,tertiary,no,519,no,no
26,blue-collar,single,secondary,no,2440,no,no
33,admin.,married,secondary,no,1248,yes,no
31,blue-collar,single,tertiary,no,630,yes,no
31,technician,married,secondary,no,590,yes,no
44,admin.,divorced,secondary,no,368,yes,yes
49,blue-collar,divorced,primary,no,199,yes,no
32,technician,married,secondary,no,2782,yes,no
34,admin.,single,primary,yes,1307,yes,no
41,management,married,tertiary,no,1487,yes,no
25,blue-collar,single,secondary,no,458,no,no
30,technician,divorced,tertiary,no,258,no,no
35,technician,married,tertiary,no,3509,no,no
23,technician,married,tertiary,no,298,no,yes
35,admin.,married,secondary,no,648,no,no
21,management,married,primary,no,1623,yes,no
22,services,married,tertiary,no,220,no,no
25,services,married,secondary,no,647,yes,no
32,blue-collar,married,tertiary,no,1250,yes,no
48,management,married,secondary,no,1228,no,no
35,services,married,secondary,no,293,yes,no
38,technician,divorced,tertiary,no,444,yes,yes
34,admin.,divorced,secondary,no,5749,no,no
26,management,married,secondary,no,58,yes,no
22,admin.,divorced,tertiary,no,113,no,no
39,technician,divorced,tertiary,no,521,no,no
23,admin.,single,unknown,no,3477,no,no
22,blue-collar,divorced,secondary,no,2676,no,no
39,admin.,married,tertiary,no,-277,no,no
39,technician,divorced,secondary,no,-550,yes,yes
30,management,divorced,unknown,no,225,no,no
38,self-employed,divorced,tertiary,no,333,yes,yes
37,blue-collar,divorced,secondary,no,2222,no,no
35,self-employed,married,tertiary,no,2717,no,no
24,admin.,single,tertiary,no,-92,yes,no
23,blue-collar,married,tertiary,no,1450,no,no
19,management,single,tertiary,no,2587,yes,no
41,management,divorced,unknown,no,1724,yes,no
31,admin.,married,secondary,no,110,yes,no
29,technician,married,secondary,no,2947,yes,no
27,management,divorced,primary,no,369,no,no
32,technician,married,tertiary,yes,712,yes,no
32,admin.,single,secondary,no,214,no,no
44,blue-collar,married,primary,no,194,no,no
32,admin.,single,tertiary,no,130,yes,yes
30,blue-collar,married,tertiary,no,3898,no,no
26,blue-collar,divorced,tertiary,no,870,yes,no
51,management,divorced,secondary,no,486,no,no
24,technician,married,secondary,yes,-14,no,no
26,services,divorced,primary,no,4137,no,no
26,services,married,tertiary,no,2473,yes,no
39,management,married,tertiary,no,82,yes,no
43,blue-collar,married,secondary,no,1599,yes,no
68,blue-collar,single,secondary,no,-194,yes,no
52,blue-collar,divorced,tertiary,no,2631,yes,no
40,retired,married,tertiary,no,1492,no,yes
31,blue-collar,married,secondary,no,325,no,yes
51,technician,married,secondary,no,900,yes,yes
47,management,married,secondary,no,1139,no,no
34,technician,married,secondary,no,536,no,no
35,blue-collar,married,tertiary,no,4534,yes,no
32,self-employed,married,tertiary,no,1911,yes,no
25,services,single,tertiary,no,3843,yes,no
59,technician,married,secondary,no,328,no,no
32,unemployed,married,secondary,no,1616,no,no
56,technician,married,secondary,no,-185,yes,no
25,self-employed,divorced,secondary,no,5189,no,no
36,retired,married,secondary,no,-135,yes,yes
42,blue-collar,divorced,primary,no,733,yes,no
21,services,married,secondary,no,67,yes,no
46,technician,single,tertiary,no,524,no,no
39,technician,married,secondary,no,1074,no,no
24,blue-collar,married,tertiary,no,5098,yes,no
49,services,married,secondary,no,1211,yes,no
43,admin.,married,tertiary,no,76,yes,no
42,management,married,tertiary,no,309,yes,no
32,blue-collar,divorced,secondary,no,261,no,no
26,blue-collar,single,secondary,no,1008,yes,no
51,unknown,single,secondary,no,602,yes,no
44,technician,married,secondary,no,1595,no,no
38,blue-collar,married,tertiary,no,521,yes,yes
43,blue-collar,married,secondary,no,271,yes,no
55,management,married,primary,no,516,no,no
53,blue-collar,single,tertiary,no,84,no,no
38,blue-collar,divorced,secondary,no,768,yes,no
61,technician,married,primary,no,3278,yes,no
22,management,married,secondary,no,617,yes,no
42,blue-collar,single,secondary,no,6063,no,no
22,admin.,married,tertiary,no,3287,yes,no
33,admin.,married,tertiary,no,20934,no,no
43,technician,married,secondary,no,241,no,yes
46,blue-collar,single,secondary,no,308,no,no
32,admin.,divorced,secondary,yes,723,no,yes
31,management,divorced,tertiary,no,2524,yes,no
27,blue-collar,divorced,tertiary,no,-24,yes,no
25,technician,married,secondary,no,1834,no,no
35,technician,single,tertiary,no,2111,no,yes
40,blue-collar,single,tertiary,no,1911,no,no
24,technician,divorced,secondary,no,244,yes,no
43,blue-collar,single,tertiary,no,1649,no,no
48,services,married,tertiary,no,61,no,yes
40,blue-collar,married,secondary,no,1355,no,no
42,technician,married,secondary,no,481,no,no
51,blue-collar,divorced,secondary,no,353,yes,yes
32,management,divorced,secondary,no,782,yes,no
36,blue-collar,single,tertiary,no,-42,yes,yes
38,services,divorced,secondary,no,122,yes,no
28,retired,divorced,tertiary,no,7812,yes,no
37,blue-collar,single,secondary,no,147,no,yes
47,blue-collar,married,tertiary,no,2055,yes,no
24,blue-collar,married,secondary,no,539,yes,no
25,entrepreneur,married,tertiary,no,-274,no,no
35,management,married,secondary,no,4608,no,no
26,technician,married,secondary,no,276,yes,yes
38,blue-collar,single,secondary,no,1166,yes,yes
35,technician,single,secondary,no,555,no,no
32,blue-collar,divorced,tertiary,no,1346,no,no
53,services,married,tertiary,no,2564,no,yes
56,technician,married,secondary,no,3710,no,yes
47,technician,single,secondary,no,2590,yes,no
57,blue-collar,married,secondary,no,2619,no,yes
49,admin.,married,secondary,no,1306,no,no
38,blue-collar,married,secondary,no,619,yes,no
53,blue-collar,married,tertiary,no,3153,no,no
49,admin.,married,secondary,no,1411,yes,no
45,admin.,divorced,secondary,no,229,yes,yes
52,management,married,primary,no,6966,yes,no
35,technician,divorced,tertiary,no,1792,yes,no
25,technician,single,secondary,yes,397,no,no
43,blue-collar,married,secondary,no,450,yes,no
27,blue-collar,single,tertiary,no,4071,yes,yes
27,blue-collar,married,secondary,no,70,no,no
29,technician,married,secondary,no,672,no,no
33,management,married,tertiary,no,781,no,no
38,blue-collar,divorced,secondary,no,345,no,no
36,blue-collar,single,unknown,no,2307,no,no
35,management,married,tertiary,no,3457,yes,no
44,admin.,married,secondary,no,395,yes,no
32,technician,single,secondary,no,-14,no,no
22,blue-collar,married,secondary,no,966,yes,no
30,admin.,married,secondary,no,428,yes,yes
44,services,divorced,secondary,no,1895,yes,no
34,management,married,tertiary,no,817,yes,no
41,admin.,married,secondary,no,126,no,no
33,technician,single,tertiary,no,1147,no,no
31,services,single,tertiary,no,18838,yes,no
32,services,married,secondary,no,650,no,no
36,admin.,married,tertiary,no,1640,no,no
53,self-employed,married,tertiary,no,1556,no,no
39,blue-collar,married,secondary,no,1005,yes,no
49,technician,married,tertiary,no,440,yes,no
57,management,single,secondary,no,1248,no,no
34,admin.,single,primary,no,2017,no,no
31,unknown,divorced,secondary,no,339,no,yes
25,retired,single,secondary,no,-160,no,no
47,technician,married,tertiary,no,737,yes,no
60,management,married,secondary,no,559,no,no
56,services,married,secondary,no,1476,no,no
29,management,married,secondary,no,11,yes,no
50,retired,single,tertiary,no,5781,yes,no
39,blue-collar,married,secondary,no,779,yes,no
45,self-employed,married,tertiary,no,2565,no,no
35,admin.,married,secondary,no,-60,yes,no
24,admin.,married,secondary,no,2314,no,no
31,management,married,secondary,no,550,yes,no
33,services,divorced,tertiary,no,6220,no,no
35,management,single,secondary,yes,3909,yes,no
45,blue-collar,divorced,secondary,no,1302,yes,no
39,admin.,single,secondary,yes,1209,yes,no
21,admin.,married,secondary,no,475,no,no
41,admin.,single,tertiary,no,306,yes,yes
50,management,married,tertiary,no,1846,yes,no
53,self-employed,married,secondary,no,5502,yes,no
21,retired,divorced,tertiary,no,463,yes,no
39,technician,married,secondary,no,2407,yes,yes
21,management,married,tertiary,no,99,no,no
34,services,married,secondary,no,885,no,yes
51,services,single,secondary,no,69,no,no
27,blue-collar,married,secondary,no,1827,no,no
32,blue-collar,married,tertiary,no,2053,no,no
27,admin.,single,secondary,no,1358,no,no
32,admin.,married,tertiary,no,547,yes,no
48,technician,divorced,tertiary,no,446,yes,yes
26,admin.,married,tertiary,no,-1424,no,yes
49,admin.,married,secondary,no,129,yes,yes
32,self-employed,married,tertiary,no,2756,no,yes
24,technician,married,secondary,no,2371,yes,no
49,management,divorced,secondary,no,1194,yes,no
32,admin.,married,tertiary,no,3000,no,no
35,blue-collar,married,secondary,no,317,no,no
43,technician,married,secondary,no,-836,yes,yes
34,housemaid,married,tertiary,no,479,yes,no
31,technician,married,primary,no,4533,yes,no
36,services,divorced,tertiary,yes,1020,no,no
42,technician,married,primary,no,54,yes,no
35,technician,single,secondary,no,443,no,no
25,retired,divorced,tertiary,no,24856,yes,no
31,blue-collar,divorced,secondary,no,213,yes,no
33,blue-collar,married,tertiary,no,166,yes,no
37,services,married,secondary,no,1455,yes,yes
37,blue-collar,divorced,tertiary,no,190,yes,yes
32,admin.,divorced,tertiary,no,289,no,no
38,management,married,unknown,no,-148,no,no
43,blue-collar,married,secondary,no,286,yes,no
45,blue-collar,divorced,secondary,no,5758,yes,no
49,blue-collar,single,primary,no,300,yes,no
50,technician,divorced,secondary,no,217,yes,no
25,retired,single,secondary,no,685,no,no
46,management,married,tertiary,no,816,no,no
38,admin.,married,tertiary,yes,4568,yes,no
32,blue-collar,married,secondary,no,526,yes,no
36,admin.,single,secondary,no,611,no,no
27,admin.,married,secondary,no,151,no,yes
37,technician,divorced,secondary,no,225,no,yes
37,technician,married,tertiary,no,1534,yes,no
53,technician,married,tertiary,no,1135,no,yes
34,technician,divorced,secondary,no,548,yes,yes
30,admin.,divorced,secondary,no,1540,yes,no
30,housemaid,married,tertiary,no,25,yes,yes
27,services,married,secondary,no,4930,yes,yes
48,blue-collar,divorced,secondary,no,613,no,no
53,technician,married,tertiary,no,1562,yes,no
55,management,married,tertiary,no,617,yes,yes
34,management,divorced,secondary,no,611,no,yes
64,management,married,tertiary,no,5676,yes,no
38,blue-collar,married,unknown,no,202,yes,no
48,blue-collar,divorced,tertiary,no,226,no,no
23,blue-collar,married,unknown,no,1831,yes,no
38,blue-collar,single,secondary,no,664,no,no
24,technician,married,tertiary,no,518,yes,yes
50,technician,married,tertiary,no,89,no,no
28,student,married,tertiary,yes,3091,yes,no
48,blue-collar,single,secondary,no,708,no,no
40,technician,married,secondary,no,595,yes,no
32,blue-collar,married,tertiary,no,4782,yes,no
50,technician,single,secondary,no,1659,yes,no
37,technician,single,secondary,no,1500,yes,yes
43,services,married,secondary,no,883,no,no
44,admin.,divorced,secondary,no,19,yes,yes
31,admin.,married,secondary,no,1738,yes,no
36,admin.,married,secondary,no,1805,yes,no
38,services,married,tertiary,no,3396,no,no
30,technician,married,secondary,yes,150,yes,yes
33,management,married,secondary,no,1969,yes,no
63,blue-collar,married,primary,no,2109,no,no
48,technician,single,secondary,no,337,yes,yes
30,technician,single,tertiary,no,317,no,no
30,services,married,tertiary,no,979,no,no
54,admin.,divorced,secondary,no,524,yes,no
35,management,divorced,tertiary,no,567,yes,yes
39,blue-collar,divorced,tertiary,no,2682,yes,no
29,admin.,married,unknown,no,1746,yes,no
56,blue-collar,married,tertiary,no,1617,no,no
30,blue-collar,married,secondary,no,2555,yes,no
52,blue-collar,divorced,tertiary,no,766,yes,yes
24,services,married,tertiary,no,388,yes,no
58,admin.,single,tertiary,no,2318,no,no
55,management,married,unknown,no,2482,no,no
35,management,single,primary,no,4601,yes,yes
48,technician,divorced,secondary,no,448,no,no
33,management,single,tertiary,no,1472,no,no
39,services,single,tertiary,no,3441,yes,yes
52,blue-collar,single,secondary,no,271,no,no
44,technician,single,tertiary,no,320,yes,no
31,blue-collar,divorced,primary,no,536,yes,no
25,blue-collar,divorced,secondary,no,1377,no,yes
25,technician,married,secondary,no,296,no,yes
49,technician,single,unknown,no,1652,no,no
32,admin.,married,secondary,no,-1376,no,no
31,technician,married,tertiary,no,215,no,no
31,unknown,divorced,secondary,no,2068,no,no
48,management,married,primary,no,6618,yes,no
26,technician,single,secondary,no,2332,no,no
26,blue-collar,married,secondary,no,1346,no,no
52,retired,married,secondary,no,1966,yes,yes
49,blue-collar,divorced,tertiary,no,334,no,yes
47,admin.,divorced,tertiary,yes,531,no,no
51,technician,married,tertiary,no,542,no,no
43,blue-collar,married,unknown,no,564,yes,yes
36,retired,divorced,secondary,no,461,yes,no
20,management,married,secondary,no,482,no,no
35,blue-collar,divorced,secondary,no,402,yes,yes
30,blue-collar,married,tertiary,yes,505,no,no
22,technician,single,primary,no,63,yes,yes
25,blue-collar,married,secondary,no,2748,no,no
21,blue-collar,divorced,tertiary,no,232,no,no
48,technician,divorced,secondary,no,2649,yes,no
32,admin.,married,secondary,no,510,yes,no
53,services,divorced,secondary,no,1556,yes,no
34,admin.,single,secondary,no,-147,yes,no
62,technician,married,secondary,no,7868,yes,no
44,blue-collar,married,tertiary,no,270,no,no
43,admin.,married,tertiary,no,1423,yes,no
26,blue-collar,married,tertiary,no,3113,no,no
31,technician,married,secondary,no,4701,no,no
27,admin.,married,secondary,no,1595,yes,no
51,technician,married,secondary,no,68,no,no
26,retired,single,tertiary,yes,3416,yes,no
28,management,divorced,secondary,no,-117,no,no
33,services,married,unknown,no,2404,no,yes
30,retired,married,primary,no,142,no,yes
42,admin.,married,secondary,no,1530,yes,no
28,student,divorced,unknown,no,379,yes,no
42,technician,married,tertiary,no,1336,no,no
39,management,divorced,secondary,no,466,yes,yes
33,entrepreneur,married,secondary,no,597,yes,no
20,blue-collar,married,tertiary,no,371,no,no
34,blue-collar,married,secondary,no,1322,yes,no
36,services,divorced,secondary,yes,2055,no,no
48,blue-collar,married,secondary,no,2267,yes,no
41,technician,married,secondary,no,118,yes,no
54,services,single,tertiary,no,682,yes,no
24,unknown,married,primary,no,1390,yes,no
34,blue-collar,divorced,tertiary,no,465,no,no
33,management,single,tertiary,no,660,no,yes
29,management,single,tertiary,no,3124,yes,no
49,blue-collar,married,secondary,no,-141,no,no
33,management,single,secondary,no,1371,yes,yes
29,management,married,secondary,no,140,no,no
59,blue-collar,married,unknown,no,14447,no,yes
25,services,single,tertiary,no,579,yes,no
46,self-employed,married,tertiary,no,3739,no,no
32,technician,married,secondary,no,2027,yes,no
29,management,divorced,secondary,no,-890,no,no
28,blue-collar,married,unknown,no,1688,yes,no
23,housemaid,single,tertiary,no,4288,yes,no
20,unemployed,married,secondary,no,4082,yes,no
36,admin.,single,secondary,no,1209,yes,no
26,management,married,tertiary,no,1657,yes,no
30,management,married,tertiary,no,6547,yes,no
53,admin.,married,secondary,no,4140,yes,no
50,admin.,married,tertiary,no,877,yes,no
30,blue-collar,divorced,secondary,no,-93,yes,no
41,technician,married,secondary,no,4072,no,no
39,blue-collar,single,secondary,no,3203,yes,no
27,technician,married,secondary,no,110,no,yes
26,services,divorced,secondary,no,175,yes,yes
21,management,single,primary,no,1657,no,yes
44,management,single,tertiary,no,746,no,no
48,services,married,secondary,no,-227,no,no
35,management,married,tertiary,no,1721,yes,no
29,admin.,married,tertiary,no,530,yes,no
27,admin.,married,secondary,no,1440,yes,no
47,retired,married,secondary,no,7182,yes,yes
37,blue-collar,married,secondary,no,172,no,no
40,admin.,married,tertiary,no,315,yes,no
27,blue-collar,married,secondary,no,125,no,no
34,admin.,single,secondary,no,1459,yes,no
61,management,married,secondary,no,472,no,no
48,management,divorced,secondary,no,1938,no,no
37,technician,married,secondary,no,402,no,no
19,blue-collar,married,tertiary,no,24379,no,no
31,technician,single,primary,yes,408,no,no
19,blue-collar,married,tertiary,no,-37,yes,no
35,admin.,married,secondary,no,626,yes,no
40,services,single,tertiary,no,125,yes,no
31,technician,divorced,secondary,no,-114,yes,no
50,services,married,tertiary,no,307,yes,no
51,blue-collar,married,primary,no,571,no,yes
25,admin.,married,tertiary,no,24,yes,no
43,admin.,single,secondary,yes,685,yes,yes
20,management,married,secondary,no,919,no,yes
29,blue-collar,married,tertiary,no,-389,yes,no
29,services,married,unknown,no,681,no,yes
21,self-employed,divorced,secondary,no,1208,no,yes
45,entrepreneur,married,tertiary,no,526,yes,no
25,blue-collar,married,secondary,no,-99,no,no
45,services,married,unknown,no,1607,yes,no
51,management,married,secondary,no,1017,no,no
57,admin.,married,unknown,no,1376,yes,no
31,blue-collar,divorced,secondary,no,-395,yes,yes
44,blue-collar,divorced,secondary,no,501,yes,no
32,management,married,tertiary,no,635,yes,yes
36,blue-collar,married,secondary,no,120,yes,yes
53,management,single,secondary,no,1412,no,no
46,services,married,tertiary,no,3579,yes,no
23,blue-collar,married,primary,no,585,yes,no
31,management,single,primary,no,529,no,yes
45,student,married,secondary,no,8856,yes,no
37,management,married,secondary,no,432,yes,no
62,retired,married,tertiary,no,109,no,no
30,admin.,married,secondary,no,81,no,no
36,management,married,tertiary,no,3332,no,no
34,management,single,tertiary,no,2199,yes,yes
32,management,married,tertiary,no,20522,yes,no
23,services,divorced,secondary,no,663,yes,no
23,services,married,secondary,no,206,no,no
25,management,divorced,unknown,no,603,no,no
48,retired,married,tertiary,no,1153,yes,no
42,management,single,tertiary,no,227,yes,no
29,services,married,tertiary,no,315,no,yes
54,technician,married,unknown,no,87,yes,no
31,technician,married,secondary,no,384,no,no
52,blue-collar,married,secondary,no,812,yes,no
34,admin.,single,primary,no,264,no,no
35,technician,married,secondary,no,2418,yes,no
32,technician,married,secondary,no,1288,yes,no
52,technician,divorced,secondary,no,5733,no,yes
30,entrepreneur,single,secondary,no,3881,no,no
27,management,divorced,secondary,no,1150,yes,no
52,technician,divorced,secondary,no,4425,yes,no
47,technician,married,secondary,no,1108,yes,yes
39,technician,single,tertiary,no,2350,yes,no
35,management,single,secondary,no,6724,yes,no
35,technician,married,secondary,no,-329,no,yes
24,management,married,secondary,no,1027,yes,no
46,technician,married,tertiary,no,-218,no,no
52,management,married,primary,no,329,no,no
25,services,married,unknown,yes,2954,no,no
21,management,single,secondary,no,127,yes,no
37,blue-collar,married,secondary,no,5,yes,yes
33,blue-collar,divorced,primary,no,-16,no,yes
41,services,divorced,tertiary,no,2829,yes,no
34,blue-collar,married,secondary,no,1472,no,no
47,services,married,tertiary,no,4471,yes,yes
32,management,married,secondary,no,194,yes,no
39,technician,married,tertiary,no,495,yes,no
52,blue-collar,divorced,primary,yes,1660,no,no
44,self-employed,married,primary,no,594,yes,yes
42,blue-collar,married,secondary,no,99,no,yes
37,technician,married,secondary,no,343,yes,no
31,management,single,secondary,no,2214,no,yes
43,blue-collar,married,tertiary,no,210,no,no
45,services,married,secondary,no,587,yes,no
34,technician,married,secondary,no,412,no,no
52,technician,married,secondary,no,2016,no,no
20,student,married,unknown,no,487,yes,no
44,retired,married,tertiary,no,513,no,yes
39,services,married,secondary,no,399,no,yes
20,blue-collar,married,primary,no,-14,no,no
24,technician,married,secondary,no,1875,yes,no
53,management,married,secondary,no,64,yes,no
30,services,married,tertiary,no,280,no,no
46,management,single,tertiary,no,3935,no,yes
44,admin.,married,secondary,no,391,no,yes
55,services,married,secondary,no,1685,yes,no
53,blue-collar,married,secondary,no,1844,yes,yes
24,management,divorced,secondary,no,3072,yes,no
24,student,married,unknown,no,457,yes,no
37,management,married,tertiary,no,-89,no,no
51,blue-collar,married,secondary,no,256,no,no
28,technician,married,secondary,no,14816,no,yes
29,technician,single,secondary,no,4948,yes,no
52,technician,single,secondary,no,1060,yes,no
28,blue-collar,married,secondary,no,414,no,no
51,technician,married,tertiary,yes,641,yes,no
50,admin.,married,secondary,no,638,yes,no
42,admin.,married,secondary,no,6040,yes,no
31,admin.,single,secondary,no,366,yes,no
50,technician,married,tertiary,no,951,yes,yes
38,retired,single,tertiary,no,-20,yes,no
44,services,married,tertiary,no,472,no,no
45,technician,married,tertiary,no,-123,yes,no
26,services,divorced,secondary,no,329,yes,no
26,admin.,married,secondary,no,-66,yes,yes
32,management,married,secondary,no,10,no,no
34,retired,married,unknown,no,646,yes,no
26,technician,married,tertiary,no,704,yes,no
38,technician,married,tertiary,no,343,no,no
49,blue-collar,married,tertiary,no,134,no,no
47,management,married,tertiary,no,585,yes,no
39,admin.,married,secondary,no,1948,no,no
52,retired,single,secondary,no,-1047,yes,no
44,blue-collar,single,secondary,no,1957,no,no
