contact,day,month,duration,campaign,pdays,previous,poutcome,y_bool
telephone,16,nov,191,2,-1,0,failure,0
unknown,22,jan,229,1,-1,0,failure,0
cellular,3,aug,689,2,-1,1,unknown,1
unknown,21,nov,210,1,-1,0,unknown,0
unknown,13,apr,72,2,-1,0,unknown,0
telephone,16,aug,320,2,-1,0,unknown,0
unknown,16,may,202,1,-1,1,unknown,0
cellular,4,jun,156,2,-1,0,failure,1
unknown,17,feb,248,2,28,0,unknown,0
cellular,17,feb,26,2,-1,0,unknown,0
cellular,4,aug,30,1,-1,0,unknown,0
cellular,14,apr,60,1,-1,0,unknown,0
unknown,19,nov,198,2,-1,0,unknown,0
cellular,31,may,244,2,-1,0,unknown,1
cellular,7,may,112,3,-1,0,unknown,0
cellular,18,nov,411,2,-1,0,unknown,0
cellular,4,jan,641,1,-1,0,unknown,0
cellular,17,may,260,1,-1,0,unknown,0
telephone,31,jun,111,1,-1,0,failure,0
unknown,13,feb,224,2,-1,0,unknown,0
unknown,16,nov,289,3,-1,0,success,0
cellular,7,may,256,2,-1,0,failure,0
cellular,10,may,228,3,-1,0,unknown,1
telephone,1,jul,50,2,-1,0,unknown,1
telephone,5,nov,232,2,-1,0,failure,0
cellular,4,aug,14,2,-1,0,failure,0
cellular,1,may,583,1,-1,0,unknown,0
cellular,19,apr,241,1,-1,0,failure,0
cellular,14,nov,16,1,-1,0,unknown,0
cellular,4,nov,211,1,-1,0,failure,0
telephone,14,may,334,1,-1,0,unknown,0
unknown,20,nov,166,1,-1,0,unknown,0
cellular,31,may,1024,1,99,0,unknown,0
cellular,1,jul,269,1,-1,0,failure,0
unknown,1,jun,439,1,137,0,failure,0
telephone,6,may,100,2,-1,0,unknown,0
telephone,22,aug,104,2,-1,0,unknown,0
cellular,18,jul,41,2,-1,0,unknown,1
cellular,6,apr,250,4,-1,0,unknown,0
cellular,9,jul,189,2,-1,0,other,1
unknown,22,may,88,3,-1,0,unknown,0
unknown,1,may,294,2,-1,0,unknown,0
unknown,5,may,151,1,-1,0,unknown,0
cellular,5,nov,310,2,-1,0,other,0
cellular,19,may,55,2,-1,0,other,1
unknown,6,apr,161,1,-1,0,unknown,0
cellular,18,jul,354,1,-1,0,unknown,0
unknown,11,jul,15,1,-1,0,success,0
unknown,10,nov,99,2,-1,0,unknown,0
cellular,12,may,278,2,-1,0,unknown,0
cellular,14,jul,92,2,87,0,other,1
cellular,10,jul,83,1,-1,0,other,0
cellular,6,may,150,2,-1,0,unknown,1
cellular,17,nov,956,2,-1,0,failure,0
cellular,3,jun,193,2,-1,0,unknown,1
unknown,13,nov,69,2,-1,0,unknown,1
telephone,20,may,50,2,-1,0,unknown,1
cellular,7,jun,77,2,-1,0,unknown,0
cellular,9,jul,122,1,-1,0,unknown,1
cellular,1,jun,538,2,73,0,unknown,0
cellular,21,nov,423,3,-1,0,unknown,0
unknown,2,jun,82,2,-1,0,unknown,0
cellular,14,nov,52,1,-1,0,unknown,1
telephone,19,aug,331,1,-1,0,unknown,0
cellular,17,may,2219,4,-1,0,unknown,0
cellular,14,may,13,1,-1,0,failure,0
cellular,3,apr,242,1,-1,0,failure,0
unknown,28,jun,1867,2,-1,0,unknown,1
cellular,15,apr,243,1,-1,0,unknown,0
cellular,5,may,386,2,-1,0,unknown,0
unknown,1,jun,133,2,-1,0,unknown,1
cellular,8,nov,354,2,-1,0,failure,0
cellular,4,aug,54,2,-1,0,other,1
cellular,11,jul,135,1,-1,0,other,0
cellular,9,apr,154,2,-1,0,unknown,0
telephone,7,feb,104,1,-1,2,unknown,0
cellular,8,feb,245,2,-1,0,failure,0
unknown,12,jun,204,1,-1,2,unknown,0
cellular,3,aug,89,2,-1,0,unknown,1
unknown,21,may,26,2,-1,0,unknown,0
cellular,4,jul,89,2,-1,0,unknown,0
cellular,11,may,996,2,35,0,unknown,0
cellular,9,apr,492,2,91,0,unknown,1
cellular,3,feb,31,2,-1,0,unknown,0
cellular,11,jul,320,1,-1,0,unknown,1
cellular,20,jul,288,1,-1,0,failure,0
cellular,18,jul,17,7,-1,0,unknown,0
unknown,14,nov,292,2,-1,0,failure,1
unknown,6,jul,83,1,-1,0,unknown,0
cellular,30,jul,781,3,-1,0,unknown,1
unknown,6,aug,158,1,-1,0,unknown,1
cellular,31,nov,471,3,-1,0,other,1
unknown,24,jul,291,2,-1,0,unknown,0
unknown,10,may,324,1,-1,0,success,1
unknown,2,jul,238,7,-1,0,unknown,0
cellular,13,jan,808,1,-1,0,failure,1
cellular,6,may,230,1,-1,0,unknown,1
cellular,14,may,326,1,-1,0,unknown,0
cellular,3,jul,116,2,-1,0,unknown,1
cellular,1,jul,145,3,52,0,failure,0
telephone,10,may,355,2,-1,0,unknown,0
cellular,20,jul,312,2,-1,0,unknown,0
cellular,14,may,918,2,-1,0,unknown,0
cellular,8,may,302,2,-1,0,unknown,0
cellular,16,apr,207,1,-1,0,unknown,0
cellular,8,may,76,2,-1,0,unknown,1
cellular,15,jun,6,4,-1,0,unknown,0
cellular,12,may,364,1,-1,0,unknown,0
unknown,3,jun,115,2,-1,1,unknown,0
unknown,29,jul,378,1,-1,0,failure,0
unknown,8,jun,75,2,-1,0,unknown,0
cellular,7,jul,429,1,-1,0,failure,0
unknown,4,jul,106,2,-1,0,unknown,1
unknown,3,jun,164,1,-1,0,unknown,1
unknown,19,apr,212,2,-1,0,unknown,0
unknown,9,may,148,3,-1,0,unknown,1
unknown,7,jul,76,2,43,0,unknown,0
cellular,16,aug,614,1,-1,0,unknown,1
unknown,26,feb,310,2,-1,0,unknown,0
unknown,2,aug,1019,2,-1,0,unknown,0
telephone,16,aug,228,4,-1,0,unknown,0
cellular,4,may,21,2,-1,0,unknown,1
cellular,9,may,138,1,-1,0,failure,1
telephone,7,may,258,4,-1,0,unknown,1
unknown,8,aug,17,2,-1,0,unknown,0
unknown,14,nov,48,2,-1,0,unknown,0
unknown,15,aug,98,4,-1,0,unknown,0
telephone,16,apr,2552,1,-1,0,unknown,1
cellular,13,jun,787,3,-1,0,unknown,0
unknown,3,oct,1178,2,-1,0,unknown,1
unknown,8,nov,136,2,-1,0,failure,1
cellular,18,apr,180,2,-1,0,unknown,0
cellular,17,jul,119,2,-1,0,unknown,0
cellular,4,may,274,1,-1,0,unknown,1
cellular,2,feb,158,1,-1,0,unknown,0
unknown,8,jul,220,1,-1,0,unknown,1
telephone,11,jul,85,1,-1,0,unknown,0
cellular,3,may,171,2,-1,0,failure,0
unknown,9,apr,380,1,-1,0,unknown,0
cellular,20,aug,471,1,-1,0,unknown,1
unknown,2,apr,123,2,-1,0,failure,1
cellular,3,jul,581,1,-1,0,unknown,1
cellular,3,may,238,2,-1,0,success,0
cellular,31,nov,210,1,-1,0,unknown,0
cellular,14,feb,36,4,-1,0,unknown,0
unknown,8,jul,158,2,-1,0,unknown,1
cellular,8,feb,33,1,-1,0,unknown,0
unknown,9,may,47,1,-1,0,unknown,0
unknown,23,jul,328,1,-1,0,unknown,0
cellular,14,may,436,2,-1,0,unknown,1
cellular,19,apr,188,3,-1,0,unknown,0
unknown,16,jun,209,2,-1,0,unknown,1
unknown,9,jul,129,1,-1,0,failure,0
cellular,24,apr,72,9,-1,0,failure,0
cellular,3,jul,506,3,69,0,unknown,0
cellular,15,may,21,2,-1,0,failure,0
unknown,25,jun,542,2,-1,0,unknown,1
cellular,15,jan,197,1,-1,0,failure,0
cellular,12,may,16,2,-1,0,unknown,0
unknown,2,nov,374,3,-1,0,unknown,1
cellular,15,nov,1837,2,-1,0,unknown,0
unknown,1,may,855,2,279,0,unknown,0
cellular,15,may,119,1,-1,0,failure,1
unknown,7,aug,123,2,-1,0,failure,0
unknown,9,nov,263,1,-1,0,unknown,0
unknown,7,may,149,2,-1,0,failure,0
cellular,8,jun,99,3,-1,0,unknown,0
telephone,8,aug,294,15,108,0,unknown,1
cellular,13,jul,94,2,-1,8,unknown,1
cellular,22,may,154,1,-1,0,failure,1
cellular,15,aug,186,2,-1,0,unknown,0
unknown,20,aug,213,1,-1,0,unknown,0
cellular,6,aug,1824,2,-1,0,unknown,0
cellular,20,jul,1493,2,-1,0,unknown,0
cellular,7,jun,165,2,-1,0,other,0
unknown,1,jul,1193,2,52,0,failure,0
cellular,3,nov,292,2,-1,0,failure,1
unknown,4,jan,97,1,-1,0,success,0
cellular,4,may,258,1,-1,0,unknown,0
unknown,12,mar,135,1,-1,0,unknown,0
cellular,7,nov,396,1,-1,0,unknown,0
unknown,3,apr,43,1,-1,0,unknown,0
cellular,1,jul,75,1,-1,0,unknown,0
telephone,21,feb,65,1,-1,0,unknown,1
unknown,9,jul,65,1,49,0,unknown,0
cellular,9,aug,277,2,-1,0,unknown,1
unknown,6,nov,206,1,-1,0,unknown,0
cellular,16,may,309,7,-1,0,unknown,0
cellular,9,jun,54,2,-1,0,failure,0
cellular,2,jun,158,1,-1,0,unknown,1
telephone,28,jul,1135,5,-1,0,unknown,0
unknown,9,apr,482,1,25,0,unknown,0
unknown,13,aug,438,2,-1,2,unknown,1
telephone,26,jun,177,2,-1,1,unknown,0
unknown,23,jun,214,1,-1,0,unknown,0
unknown,11,aug,327,3,-1,0,unknown,1
cellular,6,may,63,2,-1,0,unknown,1
unknown,27,jul,96,2,-1,0,failure,0
cellular,4,jun,293,2,-1,0,unknown,0
cellular,4,apr,876,1,-1,0,unknown,1
telephone,8,jul,350,2,-1,0,unknown,0
cellular,13,jul,391,2,-1,0,other,1
cellular,7,jul,56,4,-1,0,failure,0
cellular,16,sep,226,1,-1,0,unknown,1
cellular,9,may,44,3,-1,0,unknown,0
cellular,17,apr,419,1,-1,0,unknown,1
cellular,7,jul,398,1,-1,0,failure,0
unknown,18,jul,599,2,-1,0,unknown,0
unknown,21,jul,326,1,-1,0,unknown,0
cellular,11,apr,114,3,-1,0,failure,0
cellular,4,nov,159,2,-1,0,unknown,0
cellular,4,sep,1730,2,-1,0,failure,0
cellular,26,jul,119,1,-1,0,unknown,0
cellular,6,may,140,2,-1,0,failure,0
cellular,16,apr,313,2,-1,0,failure,0
unknown,7,jul,268,2,-1,0,failure,0
cellular,19,may,61,2,-1,0,unknown,1
cellular,8,nov,229,2,-1,0,failure,0
telephone,3,jul,257,1,-1,0,unknown,0
cellular,8,apr,301,2,-1,2,unknown,0
cellular,8,jul,254,1,-1,0,failure,0
telephone,9,jun,141,2,-1,0,unknown,0
unknown,3,may,257,2,-1,0,unknown,0
unknown,9,jul,77,1,49,0,other,1
cellular,17,jul,132,1,-1,1,failure,0
telephone,3,jul,80,2,-1,0,unknown,0
cellular,6,oct,153,1,-1,0,unknown,0
cellular,26,jun,31,1,-1,0,success,0
cellular,11,feb,74,2,-1,0,other,0
cellular,14,nov,211,1,48,0,unknown,0
unknown,3,jul,247,2,-1,0,other,0
cellular,2,jun,4,2,-1,0,unknown,1
unknown,10,sep,384,2,-1,0,unknown,1
unknown,6,nov,243,3,-1,0,success,0
unknown,13,jul,532,2,-1,0,failure,0
unknown,3,jul,230,3,-1,0,unknown,0
cellular,1,may,106,2,-1,0,unknown,0
cellular,4,nov,80,1,-1,0,unknown,0
cellular,14,jul,130,1,-1,0,unknown,0
cellular,7,nov,227,2,-1,0,unknown,0
cellular,6,nov,8,2,-1,0,unknown,1
unknown,4,jul,212,3,-1,0,failure,0
cellular,5,jun,293,2,-1,0,unknown,1
unknown,3,jul,73,2,-1,0,failure,0
cellular,2,may,451,1,-1,0,unknown,0
unknown,17,apr,463,2,-1,0,failure,0
unknown,10,jun,181,1,-1,0,unknown,1
cellular,17,may,1071,1,-1,0,unknown,0
cellular,22,nov,532,3,-1,0,unknown,1
unknown,9,jul,715,1,-1,0,unknown,0
cellular,11,jun,96,4,-1,0,failure,0
cellular,11,may,371,4,-1,0,failure,0
unknown,2,apr,410,2,-1,0,unknown,0
unknown,11,may,603,1,-1,0,failure,1
cellular,12,jul,78,2,-1,0,unknown,0
unknown,14,nov,46,2,-1,0,unknown,0
cellular,5,nov,530,2,-1,0,unknown,0
unknown,16,aug,204,3,-1,0,unknown,0
unknown,15,jun,264,4,-1,0,failure,0
cellular,22,jun,21,2,49,0,unknown,1
unknown,3,nov,284,2,-1,0,unknown,0
unknown,10,jul,416,1,-1,0,unknown,0
unknown,14,jul,5,4,-1,0,unknown,0
cellular,20,jun,381,2,-1,0,other,0
cellular,2,may,188,2,-1,0,unknown,0
cellular,14,jul,407,3,301,0,unknown,0
cellular,12,aug,150,2,-1,0,unknown,1
unknown,6,may,177,2,-1,0,unknown,0
unknown,18,oct,388,2,-1,0,failure,0
cellular,5,may,5,3,-1,0,unknown,1
cellular,19,jul,11,2,-1,0,failure,1
unknown,10,apr,25,14,-1,0,unknown,1
unknown,7,may,216,2,-1,0,unknown,0
cellular,5,aug,103,1,-1,0,failure,1
cellular,1,aug,227,2,-1,0,unknown,0
cellular,14,jul,10,1,-1,0,failure,0
cellular,7,aug,203,8,-1,0,failure,0
cellular,5,jun,939,1,-1,0,unknown,0
unknown,23,apr,106,2,-1,0,failure,1
cellular,21,may,361,1,-1,0,unknown,0
cellular,21,jun,115,1,-1,0,unknown,0
cellular,5,may,124,1,-1,0,unknown,0
unknown,10,may,97,8,-1,0,unknown,0
unknown,5,jul,736,2,-1,0,failure,0
cellular,18,apr,164,1,-1,0,unknown,0
cellular,14,nov,96,3,-1,0,unknown,0
unknown,18,may,288,1,-1,0,failure,0
cellular,3,nov,182,2,-1,0,unknown,1
cellular,15,may,255,2,-1,0,unknown,0
unknown,18,jul,100,1,-1,0,unknown,1
cellular,8,aug,118,1,-1,0,failure,0
cellular,8,may,318,3,35,0,unknown,1
cellular,18,jul,177,2,-1,0,unknown,0
telephone,3,jul,173,2,-1,0,failure,0
cellular,4,nov,129,2,-1,0,unknown,0
cellular,12,dec,93,2,-1,0,unknown,1
unknown,8,aug,690,2,-1,0,success,1
unknown,5,apr,186,2,-1,0,unknown,1
cellular,8,jan,445,16,-1,0,unknown,0
cellular,14,feb,362,2,-1,0,unknown,0
unknown,18,jun,137,4,-1,0,unknown,0
cellular,10,aug,271,2,-1,0,unknown,0
cellular,13,may,206,1,-1,0,unknown,0
cellular,18,apr,260,2,-1,0,unknown,0
cellular,12,nov,185,1,-1,0,success,1
unknown,3,nov,291,2,-1,0,unknown,0
cellular,2,jul,452,3,-1,0,unknown,1
cellular,2,nov,118,3,-1,0,unknown,0
cellular,4,may,269,2,-1,0,unknown,0
telephone,17,may,38,1,-1,0,unknown,1
cellular,9,may,108,1,-1,0,failure,0
unknown,17,apr,88,2,-1,0,unknown,0
cellular,1,may,122,2,-1,0,unknown,0
telephone,19,may,344,2,-1,0,unknown,0
telephone,13,sep,343,2,39,0,unknown,0
cellular,18,may,113,2,-1,0,unknown,0
unknown,4,may,336,3,-1,0,unknown,1
cellular,17,nov,1194,8,-1,0,unknown,0
unknown,9,apr,46,1,-1,0,failure,0
unknown,3,may,25,7,-1,0,unknown,0
cellular,18,jul,383,2,-1,0,unknown,0
cellular,12,jul,127,2,-1,0,failure,1
unknown,18,nov,197,2,-1,0,unknown,0
cellular,25,sep,556,1,-1,0,unknown,0
cellular,1,jul,211,1,-1,0,unknown,0
cellular,10,jun,61,2,-1,0,unknown,1
cellular,15,oct,289,1,133,0,unknown,1
cellular,18,may,222,2,-1,0,unknown,0
cellular,25,jul,377,1,-1,0,failure,1
unknown,3,nov,79,1,-1,0,unknown,0
cellular,5,feb,212,2,-1,0,unknown,0
telephone,13,sep,387,2,-1,0,unknown,0
cellular,7,feb,181,3,-1,0,unknown,0
cellular,1,aug,374,1,-1,0,failure,1
unknown,3,aug,411,1,-1,0,unknown,0
unknown,14,jul,181,2,-1,0,unknown,0
cellular,9,may,48,1,-1,0,failure,0
unknown,16,nov,127,2,-1,0,unknown,0
cellular,7,nov,168,2,-1,0,failure,0
cellular,26,may,440,1,-1,0,unknown,1
unknown,4,jul,6,2,-1,0,unknown,0
cellular,1,jul,1187,1,-1,0,unknown,0
telephone,3,aug,270,2,-1,0,unknown,0
cellular,6,apr,262,1,-1,0,unknown,0
cellular,18,jul,224,2,-1,0,unknown,0
cellular,5,jul,314,1,118,0,unknown,1
unknown,27,may,185,2,37,0,unknown,0
cellular,14,jun,258,2,18,0,unknown,1
telephone,3,jun,893,1,-1,0,unknown,0
cellular,1,jul,33,2,-1,0,failure,1
cellular,15,may,70,2,42,0,unknown,0
unknown,2,jul,262,1,-1,0,failure,1
cellular,5,nov,260,3,97,0,unknown,0
cellular,16,nov,220,2,-1,0,unknown,1
telephone,6,jul,101,1,-1,0,unknown,1
cellular,22,apr,52,1,-1,0,other,0
cellular,16,jul,329,2,-1,0,unknown,1
unknown,2,nov,395,2,-1,0,unknown,0
telephone,1,nov,158,2,-1,0,unknown,0
cellular,11,jul,153,2,-1,0,unknown,0
unknown,3,feb,24,2,-1,0,unknown,0
cellular,7,jul,940,1,-1,0,unknown,1
cellular,8,may,123,2,-1,0,unknown,1
cellular,15,may,439,1,-1,0,unknown,0
telephone,4,jul,50,1,-1,0,unknown,0
unknown,6,feb,95,1,-1,0,unknown,1
cellular,16,may,186,3,-1,0,unknown,0
cellular,14,jul,258,1,-1,0,unknown,0
cellular,15,jun,67,1,-1,0,unknown,1
cellular,6,jul,1164,1,-1,0,failure,0
cellular,7,may,59,1,-1,0,unknown,0
cellular,11,nov,139,2,-1,0,unknown,0
unknown,15,may,158,2,-1,0,failure,1
cellular,15,may,248,1,7,0,unknown,1
unknown,16,aug,121,3,-1,0,unknown,0
unknown,10,nov,95,1,-1,0,failure,0
unknown,21,sep,359,2,-1,0,unknown,0
cellular,22,may,452,1,-1,0,unknown,0
cellular,20,jul,465,3,-1,0,unknown,0
cellular,14,apr,68,2,-1,0,other,0
cellular,15,jun,348,2,-1,0,unknown,0
cellular,5,feb,111,2,-1,2,unknown,0
cellular,3,jun,212,2,69,2,unknown,0
telephone,1,may,221,2,-1,0,unknown,0
cellular,15,jul,99,1,-1,0,failure,0
unknown,9,jul,50,1,-1,0,failure,0
unknown,4,nov,208,2,-1,0,unknown,1
cellular,4,may,267,3,-1,0,failure,0
cellular,4,apr,272,1,-1,0,failure,1
unknown,15,may,507,2,-1,0,success,0
unknown,15,nov,15,2,-1,0,unknown,0
cellular,17,may,79,2,-1,0,other,1
unknown,3,jan,483,1,-1,0,unknown,0
cellular,13,jun,112,2,-1,0,unknown,0
cellular,2,may,291,2,-1,0,unknown,0
cellular,13,jul,218,1,-1,0,unknown,0
cellular,15,aug,347,3,-1,0,unknown,0
cellular,6,apr,6,2,-1,0,success,0
cellular,3,feb,137,2,-1,0,unknown,1
unknown,17,aug,483,2,-1,0,failure,0
cellular,10,jul,195,1,-1,0,unknown,0
unknown,6,nov,619,1,-1,0,unknown,0
cellular,12,aug,23,2,-1,0,failure,1
cellular,3,mar,140,1,-1,0,unknown,0
cellular,12,jun,1570,1,-1,0,unknown,0
cellular,18,aug,329,1,-1,0,unknown,1
cellular,18,jul,5,1,-1,0,unknown,0
unknown,7,jun,546,1,-1,0,unknown,0
cellular,12,apr,90,2,-1,0,unknown,0
cellular,30,may,7,2,-1,0,unknown,1
unknown,9,jun,128,2,-1,0,unknown,0
cellular,10,jul,1125,1,-1,11,unknown,0
cellular,3,jun,159,6,-1,0,unknown,1
cellular,28,jul,116,3,-1,0,unknown,0
cellular,3,may,270,2,-1,0,failure,1
cellular,31,jun,97,2,-1,0,unknown,0
cellular,4,may,320,3,-1,0,unknown,1
cellular,1,jul,36,1,-1,0,unknown,0
cellular,17,apr,114,1,-1,0,unknown,0
cellular,21,may,40,1,-1,0,unknown,0
unknown,14,may,902,1,-1,0,unknown,0
telephone,18,aug,240,2,-1,0,unknown,1
cellular,22,jul,695,1,71,0,unknown,0
cellular,5,jul,287,2,-1,0,failure,0
cellular,9,jun,210,1,-1,0,unknown,0
telephone,13,may,319,1,-1,1,unknown,0
cellular,7,jun,229,3,-1,0,unknown,1
cellular,15,jun,485,2,-1,0,unknown,1
cellular,8,nov,143,2,-1,0,failure,1
unknown,19,jul,145,2,-1,0,failure,0
unknown,7,nov,946,1,114,0,unknown,0
cellular,13,jul,4,2,-1,0,unknown,0
unknown,17,aug,294,2,-1,0,unknown,0
unknown,12,mar,152,3,-1,0,unknown,0
cellular,4,apr,20,2,-1,0,failure,0
unknown,2,nov,1074,2,-1,0,unknown,0
unknown,1,jun,17,1,-1,0,unknown,0
telephone,4,jun,179,2,-1,0,unknown,1
cellular,11,jul,316,2,-1,0,unknown,0
telephone,2,jul,132,2,-1,0,unknown,0
cellular,20,oct,210,1,-1,0,unknown,1
cellular,3,aug,205,1,-1,0,failure,0
unknown,13,apr,68,1,-1,0,unknown,1
cellular,26,nov,27,2,-1,0,unknown,0
unknown,5,aug,100,2,-1,0,other,1
telephone,24,may,493,1,-1,0,unknown,1
cellular,4,may,217,2,-1,0,unknown,0
cellular,3,aug,467,1,-1,0,unknown,1
telephone,14,jun,541,2,-1,0,unknown,1
cellular,18,feb,163,1,-1,2,failure,0
cellular,12,jul,33,2,-1,0,unknown,0
cellular,23,may,113,1,-1,0,failure,0
unknown,8,dec,240,1,-1,0,failure,0
unknown,8,jun,230,1,-1,0,unknown,0
cellular,18,feb,235,2,-1,0,unknown,0
cellular,28,may,142,1,-1,0,failure,0
unknown,2,jun,48,3,-1,0,unknown,0
cellular,27,apr,268,2,-1,0,unknown,1
unknown,8,oct,62,2,-1,0,unknown,0
telephone,3,jun,350,2,-1,0,unknown,1
cellular,1,jul,590,1,-1,0,unknown,0
cellular,2,apr,111,2,-1,0,unknown,0
unknown,8,jun,48,1,-1,0,unknown,1
cellular,9,may,265,4,-1,0,unknown,0
cellular,8,jan,65,2,-1,0,unknown,0
cellular,7,apr,25,3,-1,0,failure,0
cellular,8,apr,200,2,-1,0,other,1
telephone,20,may,135,2,-1,0,failure,0
unknown,23,feb,251,2,-1,0,unknown,0
unknown,22,jun,420,2,-1,0,unknown,0
cellular,15,jan,241,2,-1,0,unknown,0
cellular,10,jul,127,1,-1,0,unknown,0
cellular,18,nov,126,2,-1,0,unknown,0
unknown,28,jul,558,2,-1,0,unknown,1
cellular,9,mar,323,1,-1,0,unknown,0
unknown,15,may,740,2,-1,0,failure,0
cellular,31,jun,104,3,-1,0,failure,1
unknown,11,jun,117,2,-1,0,failure,0
cellular,29,jul,336,2,-1,0,unknown,0
unknown,6,jun,206,2,-1,0,failure,0
unknown,9,jul,467,1,-1,0,unknown,0
unknown,22,jun,110,2,-1,0,unknown,0
cellular,21,may,66,2,-1,0,failure,0
cellular,26,may,478,4,-1,0,failure,0
cellular,19,jul,30,2,-1,0,unknown,0
cellular,12,aug,203,2,-1,0,unknown,0
cellular,3,may,27,1,-1,0,unknown,0
cellular,10,may,105,2,-1,0,failure,0
cellular,5,jun,77,2,-1,0,unknown,1
cellular,5,aug,312,3,-1,0,unknown,0
cellular,3,may,93,1,-1,0,other,0
cellular,19,jul,72,6,-1,0,unknown,0
cellular,6,jun,333,3,-1,0,failure,0
cellular,18,may,193,2,-1,0,unknown,0
cellular,6,jan,166,2,-1,0,unknown,0
cellular,5,apr,65,6,-1,0,unknown,0
unknown,15,nov,116,2,82,0,unknown,1
unknown,24,apr,1297,1,-1,0,unknown,0
unknown,14,jul,198,1,-1,0,unknown,0
cellular,17,jun,77,2,-1,0,unknown,0
cellular,3,apr,28,1,-1,0,unknown,0
unknown,4,may,383,2,-1,0,unknown,0
unknown,2,jul,143,2,-1,0,unknown,0
unknown,23,may,520,1,-1,0,unknown,0
unknown,30,jan,10,2,-1,0,unknown,0
cellular,3,jul,131,2,-1,0,other,0
cellular,24,feb,90,1,136,0,unknown,0
cellular,1,may,195,2,-1,0,unknown,0
telephone,4,jul,149,2,-1,0,failure,1
cellular,16,may,601,2,-1,0,success,0
telephone,13,jun,308,6,-1,0,unknown,0
telephone,8,aug,258,1,-1,0,unknown,0
cellular,4,nov,63,2,-1,0,unknown,1
cellular,8,may,620,2,-1,0,failure,0
unknown,16,jul,131,2,-1,0,unknown,0
unknown,10,may,493,2,-1,0,unknown,0
cellular,31,jan,102,2,-1,0,unknown,0
cellular,10,may,162,1,-1,0,unknown,0
cellular,3,feb,1570,2,-1,0,unknown,0
telephone,30,jul,304,1,-1,0,unknown,1
cellular,9,apr,326,2,-1,0,failure,0
unknown,15,aug,17,2,-1,0,failure,0
cellular,9,feb,23,2,-1,0,unknown,1
cellular,1,may,28,2,-1,0,failure,0
unknown,8,apr,194,1,-1,0,unknown,0
cellular,19,jul,489,2,-1,0,unknown,0
cellular,13,nov,122,2,-1,0,unknown,0
cellular,8,may,320,2,-1,0,other,0
unknown,24,jul,939,2,-1,0,unknown,0
telephone,9,nov,133,1,-1,0,unknown,0
cellular,6,jun,30,2,-1,0,other,0
cellular,6,may,362,1,-1,0,unknown,0
unknown,16,jul,314,1,-1,0,unknown,0
cellular,17,aug,55,10,140,0,unknown,0
unknown,13,apr,247,2,-1,0,unknown,0
unknown,8,jul,563,1,-1,0,unknown,0
cellular,5,mar,322,1,-1,0,unknown,1
cellular,31,may,228,1,-1,0,unknown,0
cellular,4,aug,458,2,-1,0,unknown,1
cellular,3,apr,306,2,-1,0,unknown,1
unknown,19,apr,1965,1,-1,0,unknown,0
cellular,30,may,1319,1,-1,0,unknown,0
unknown,11,jun,104,1,-1,0,unknown,0
unknown,31,aug,334,1,-1,0,unknown,1
cellular,5,feb,53,1,-1,0,unknown,0
unknown,4,jul,331,1,-1,0,unknown,0
unknown,12,jul,109,1,-1,0,failure,0
cellular,19,aug,62,2,-1,0,unknown,1
cellular,10,apr,89,2,-1,0,failure,0
unknown,3,jun,71,2,-1,0,unknown,0
unknown,4,nov,392,1,-1,0,failure,0
unknown,25,jun,121,2,-1,0,unknown,0
cellular,9,jun,160,3,-1,0,unknown,0
cellular,3,jan,246,3,-1,0,unknown,1
cellular,3,aug,63,4,-1,0,unknown,0
cellular,2,jun,465,1,-1,0,unknown,0
cellular,9,jun,310,2,-1,0,unknown,1
cellular,24,feb,146,1,-1,0,unknown,0
unknown,1,aug,372,1,-1,0,unknown,0
cellular,11,jun,7,2,27,0,unknown,1
cellular,9,jan,683,1,-1,0,unknown,0
cellular,18,feb,188,3,-1,0,failure,0
unknown,18,apr,214,2,-1,0,unknown,0
cellular,10,feb,154,1,-1,0,unknown,0
cellular,9,aug,250,3,-1,0,unknown,0
unknown,16,jul,172,1,-1,0,unknown,1
cellular,6,jul,392,2,-1,0,unknown,0
cellular,13,nov,266,1,-1,0,unknown,0
unknown,8,jul,351,1,-1,0,unknown,0
cellular,2,aug,192,1,-1,0,unknown,0
telephone,10,apr,176,1,-1,0,unknown,1
cellular,1,jun,236,2,-1,0,unknown,0
cellular,3,jul,88,1,-1,0,failure,0
cellular,9,may,47,1,-1,0,unknown,1
cellular,14,jul,177,4,-1,0,unknown,0
unknown,3,nov,201,1,-1,0,unknown,0
unknown,21,nov,264,4,-1,0,failure,0
unknown,13,jul,69,1,-1,0,unknown,1
unknown,31,may,1300,3,-1,0,unknown,0
unknown,13,aug,37,2,-1,0,unknown,0
cellular,1,jun,429,2,-1,0,other,0
unknown,3,nov,30,2,-1,0,unknown,1
unknown,8,feb,256,1,48,0,unknown,0
cellular,18,jul,7,1,-1,0,unknown,0
unknown,10,jul,113,2,-1,0,failure,1
cellular,17,aug,262,3,-1,0,unknown,0
cellular,3,jul,76,2,-1,0,unknown,0
unknown,13,may,198,1,-1,0,unknown,1
cellular,4,apr,123,1,-1,0,failure,0
cellular,25,apr,489,2,-1,0,failure,0
cellular,7,may,252,5,-1,0,unknown,1
cellular,1,aug,116,3,-1,0,failure,1
cellular,11,aug,130,2,-1,0,unknown,1
cellular,7,jan,333,2,-1,0,unknown,0
unknown,12,may,259,1,-1,0,unknown,0
